Timestamp,SystemCodeNumber,OccupancyRatio,Norm_QueueLength,TrafficWeight,IsSpecialDay,VehicleTypeWeight
2016-10-04 07:59:00,BHMBCCMKT01,0.10571923743500866,0.06666666666666667,0.3,0,1.0
2016-10-04 08:25:00,BHMBCCMKT01,0.11091854419410745,0.06666666666666667,0.3,0,1.0
2016-10-04 08:59:00,BHMBCCMKT01,0.1386481802426343,0.13333333333333333,0.3,0,1.0
2016-10-04 09:32:00,BHMBCCMKT01,0.1854419410745234,0.13333333333333333,0.3,0,1.0
2016-10-04 09:59:00,BHMBCCMKT01,0.25996533795493937,0.13333333333333333,0.3,0,0.5
2016-10-04 10:26:00,BHMBCCMKT01,0.30675909878682844,0.2,0.3,0,1.0
2016-10-04 10:59:00,BHMBCCMKT01,0.37954939341421146,0.4,1.0,0,1.5
2016-10-04 11:25:00,BHMBCCMKT01,0.42807625649913345,0.3333333333333333,0.3,0,1.0
2016-10-04 11:59:00,BHMBCCMKT01,0.4488734835355286,0.3333333333333333,0.3,0,1.0
2016-10-04 12:29:00,BHMBCCMKT01,0.4610051993067591,0.5333333333333333,1.0,0,0.5
2016-10-04 13:02:00,BHMBCCMKT01,0.4662045060658579,0.4666666666666667,1.0,0,1.0
2016-10-04 13:29:00,BHMBCCMKT01,0.4558058925476603,0.4666666666666667,1.0,0,1.0
2016-10-04 14:02:00,BHMBCCMKT01,0.4124783362218371,0.3333333333333333,1.0,0,1.0
2016-10-04 14:29:00,BHMBCCMKT01,0.37261698440207974,0.2,0.3,0,1.5
2016-10-04 14:57:00,BHMBCCMKT01,0.3327556325823224,0.2,0.3,0,0.5
2016-10-04 15:30:00,BHMBCCMKT01,0.28596187175043325,0.13333333333333333,0.3,0,1.0
2016-10-04 16:04:00,BHMBCCMKT01,0.2807625649913345,0.06666666666666667,0.3,0,0.5
2016-10-04 16:31:00,BHMBCCMKT01,0.24783362218370883,0.13333333333333333,0.3,0,1.0
2016-10-05 07:57:00,BHMBCCMKT01,0.09358752166377816,0.06666666666666667,0.3,0,1.0
2016-10-05 08:30:00,BHMBCCMKT01,0.1022530329289428,0.06666666666666667,0.3,0,1.0
2016-10-05 09:04:00,BHMBCCMKT01,0.12305025996533796,0.13333333333333333,0.3,0,1.0
2016-10-05 09:30:00,BHMBCCMKT01,0.1438474870017331,0.13333333333333333,0.3,0,1.0
2016-10-05 10:04:00,BHMBCCMKT01,0.1975736568457539,0.2,0.3,0,1.0
2016-10-05 10:30:00,BHMBCCMKT01,0.2218370883882149,0.26666666666666666,1.0,0,1.5
2016-10-05 11:04:00,BHMBCCMKT01,0.2564991334488735,0.26666666666666666,0.3,0,0.5
2016-10-05 11:30:00,BHMBCCMKT01,0.2807625649913345,0.26666666666666666,0.3,0,1.0
2016-10-05 12:04:00,BHMBCCMKT01,0.30849220103986136,0.4,1.0,0,1.0
2016-10-05 12:30:00,BHMBCCMKT01,0.317157712305026,0.4666666666666667,1.0,0,1.0
2016-10-05 12:57:00,BHMBCCMKT01,0.30329289428076256,0.4666666666666667,1.0,0,1.0
2016-10-05 13:30:00,BHMBCCMKT01,0.31022530329289427,0.4,1.0,0,1.5
2016-10-05 13:57:00,BHMBCCMKT01,0.30155979202772965,0.26666666666666666,0.3,0,1.0
2016-10-05 14:30:00,BHMBCCMKT01,0.2738301559792028,0.3333333333333333,1.0,0,1.0
2016-10-05 14:57:00,BHMBCCMKT01,0.2512998266897747,0.2,0.3,0,1.0
2016-10-05 15:30:00,BHMBCCMKT01,0.22357019064124783,0.13333333333333333,0.3,0,1.0
2016-10-05 16:04:00,BHMBCCMKT01,0.2097053726169844,0.13333333333333333,0.3,0,1.0
2016-10-05 16:30:00,BHMBCCMKT01,0.1975736568457539,0.06666666666666667,0.3,0,0.5
2016-10-06 07:57:00,BHMBCCMKT01,0.10051993067590988,0.06666666666666667,0.3,0,1.0
2016-10-06 08:30:00,BHMBCCMKT01,0.10918544194107452,0.06666666666666667,0.3,0,1.0
2016-10-06 08:57:00,BHMBCCMKT01,0.12131715771230503,0.06666666666666667,0.3,0,1.0
2016-10-06 09:30:00,BHMBCCMKT01,0.16464471403812825,0.13333333333333333,0.3,0,1.0
2016-10-06 10:03:00,BHMBCCMKT01,0.2339688041594454,0.2,0.3,0,1.0
2016-10-06 10:30:00,BHMBCCMKT01,0.2772963604852686,0.2,0.3,0,1.0
2016-10-06 10:57:00,BHMBCCMKT01,0.30675909878682844,0.2,0.3,0,1.0
2016-10-06 11:30:00,BHMBCCMKT01,0.3310225303292894,0.26666666666666666,0.3,0,1.0
2016-10-06 12:04:00,BHMBCCMKT01,0.34488734835355284,0.4666666666666667,1.0,0,1.0
2016-10-06 12:30:00,BHMBCCMKT01,0.35701906412478335,0.4666666666666667,1.0,0,1.0
2016-10-06 12:57:00,BHMBCCMKT01,0.3431542461005199,0.3333333333333333,0.3,0,1.0
2016-10-06 13:30:00,BHMBCCMKT01,0.36048526863084923,0.4666666666666667,1.0,0,0.5
2016-10-06 13:57:00,BHMBCCMKT01,0.3466204506065858,0.3333333333333333,0.3,0,1.0
2016-10-06 14:30:00,BHMBCCMKT01,0.30329289428076256,0.2,0.3,0,1.0
2016-10-06 15:04:00,BHMBCCMKT01,0.2738301559792028,0.13333333333333333,0.3,0,1.0
2016-10-06 15:31:00,BHMBCCMKT01,0.2651646447140381,0.13333333333333333,0.3,0,0.5
2016-10-06 16:04:00,BHMBCCMKT01,0.2339688041594454,0.06666666666666667,0.3,0,0.5
2016-10-06 16:30:00,BHMBCCMKT01,0.22357019064124783,0.13333333333333333,0.3,0,1.0
2016-10-07 08:03:00,BHMBCCMKT01,0.10051993067590988,0.13333333333333333,0.3,0,1.0
2016-10-07 08:30:00,BHMBCCMKT01,0.10571923743500866,0.13333333333333333,0.3,0,1.0
2016-10-07 09:04:00,BHMBCCMKT01,0.12998266897746968,0.06666666666666667,0.3,0,1.0
2016-10-07 09:30:00,BHMBCCMKT01,0.17850953206239167,0.13333333333333333,0.3,0,1.0
2016-10-07 09:57:00,BHMBCCMKT01,0.2218370883882149,0.13333333333333333,0.3,0,0.5
2016-10-07 10:30:00,BHMBCCMKT01,0.29809358752166376,0.3333333333333333,1.0,0,1.5
2016-10-07 10:57:00,BHMBCCMKT01,0.32582322357019067,0.2,0.3,0,1.0
2016-10-07 11:30:00,BHMBCCMKT01,0.34488734835355284,0.26666666666666666,0.3,0,0.5
2016-10-07 12:03:00,BHMBCCMKT01,0.36395147313691506,0.4666666666666667,1.0,0,1.0
2016-10-07 12:30:00,BHMBCCMKT01,0.35701906412478335,0.4666666666666667,1.0,0,0.5
2016-10-07 13:04:00,BHMBCCMKT01,0.3466204506065858,0.4666666666666667,1.0,0,1.0
2016-10-07 13:30:00,BHMBCCMKT01,0.3483535528596187,0.4666666666666667,1.0,0,1.0
2016-10-07 14:03:00,BHMBCCMKT01,0.3344887348353553,0.2,0.3,0,0.5
2016-10-07 14:30:00,BHMBCCMKT01,0.31369150779896016,0.26666666666666666,0.3,0,1.0
